DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC03-140916,Site # 3,56.109811,-122.042994,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Potassium,,Total,3.2,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC03-140916,Site # 3,56.109811,-122.042994,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Selenium,,Total,0.19,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC03-140916,Site # 3,56.109811,-122.042994,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Silver,,Total,,,,Below Detection/Quantification Limit,0.00002,ug/l,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC03-140916,Site # 3,56.109811,-122.042994,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Silver,,Total,,,,Below Detection/Quantification Limit,0.00002,ug/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC03-140916,Site # 3,56.109811,-122.042994,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Sodium,,Total,6.2,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC03-140916,Site # 3,56.109811,-122.042994,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Specific conductance,,,717,uS/cm,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC03-140916,Site # 3,56.109811,-122.042994,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Sulfate,,Dissolved,0.96,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC03-140916,Site # 3,56.109811,-122.042994,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Thallium,,Total,,,,Below Detection/Quantification Limit,0.0002,ug/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC03-140916,Site # 3,56.109811,-122.042994,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Thallium,,Total,,,,Below Detection/Quantification Limit,0.0002,ug/l,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC03-140916,Site # 3,56.109811,-122.042994,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Tin,,Total,,mg/L,,Below Detection/Quantification Limit,0.0000005,mg/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC03-140916,Site # 3,56.109811,-122.042994,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Titanium,,Total,19,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC03-140916,Site # 3,56.109811,-122.042994,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Total hardness,as CaCO3,,430,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC03-140916,Site # 3,56.109811,-122.042994,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Uranium,,Total,0.2,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC03-140916,Site # 3,56.109811,-122.042994,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Vanadium,,Total,1.6,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC03-140916,Site # 3,56.109811,-122.042994,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Zinc,,Total,5.6,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,"Alkalinity, total",,,337,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Aluminum,,Total,142,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Antimony,,Total,,,,Below Detection/Quantification Limit,0.0005,ug/l,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Antimony,,Total,,,,Below Detection/Quantification Limit,0.0005,ug/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Arsenic,,Total,1.02,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Barium,,Total,265,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Beryllium,,Total,,,,Below Detection/Quantification Limit,0.001,ug/l,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Beryllium,,Total,,,,Below Detection/Quantification Limit,0.001,ug/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Bicarbonate,,,410.8,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Boron,,Total,,mg/L,,Below Detection/Quantification Limit,0.0001,mg/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Bromide,,,,mg/L,,Below Detection/Quantification Limit,0.05,mg/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Cadmium,,Total,0.059,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Calcium,,Total,88.5,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Carbonate,,Dissolved,4.08477,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Chloride,,Dissolved,9.58,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Chromium,,Total,,,,Below Detection/Quantification Limit,0.001,ug/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Chromium,,Total,,,,Below Detection/Quantification Limit,0.001,ug/l,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Cobalt,,Total,0.38,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Copper,,Total,1.1,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Fluoride,,Dissolved,0.229,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Iron,,Total,1170,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Lead,,Total,,,,Below Detection/Quantification Limit,0.0005,ug/l,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Lead,,Total,,,,Below Detection/Quantification Limit,0.0005,ug/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Lithium,,Total,15.3,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Magnesium,,Total,26.4,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Manganese,,Total,120,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Molybdenum,,Total,2.1,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Nickel,,Total,3.1,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Nitrate,as N,Unspecified,0.011000009,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Organic carbon,,Total,13.2,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,pH,,,8.28,None,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Potassium,,Total,2.1,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Selenium,,Total,0.26,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Silver,,Total,,,,Below Detection/Quantification Limit,0.00002,ug/l,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Silver,,Total,,,,Below Detection/Quantification Limit,0.00002,ug/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Sodium,,Total,11.8,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Specific conductance,,,588,uS/cm,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Sulfate,,Dissolved,6.72,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Thallium,,Total,,,,Below Detection/Quantification Limit,0.0002,ug/l,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Thallium,,Total,,,,Below Detection/Quantification Limit,0.0002,ug/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Tin,,Total,,mg/L,,Below Detection/Quantification Limit,0.0000005,mg/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Titanium,,Total,14,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Total hardness,as CaCO3,,330,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Uranium,,Total,1.64,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Vanadium,,Total,1.4,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Zinc,,Total,,,,Below Detection/Quantification Limit,0.005,ug/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC04-140916,Site # 4,56.202115,-122.092873,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Zinc,,Total,,,,Below Detection/Quantification Limit,0.005,ug/l,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,"Alkalinity, total",,,313,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Aluminum,,Total,43.6,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Antimony,,Total,,,,Below Detection/Quantification Limit,0.0005,ug/l,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Antimony,,Total,,,,Below Detection/Quantification Limit,0.0005,ug/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Arsenic,,Total,0.94,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Barium,,Total,93,ug/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Beryllium,,Total,,,,Below Detection/Quantification Limit,0.001,ug/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Beryllium,,Total,,,,Below Detection/Quantification Limit,0.001,ug/l,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Bicarbonate,,,381.5,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Boron,,Total,,mg/L,,Below Detection/Quantification Limit,0.0001,mg/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Bromide,,,,mg/L,,Below Detection/Quantification Limit,0.05,mg/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Cadmium,,Total,,,,Below Detection/Quantification Limit,0.00001,ug/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Cadmium,,Total,,,,Below Detection/Quantification Limit,0.00001,ug/l,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Calcium,,Total,60.9,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Carbonate,,Dissolved,6.11494,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Chloride,,Dissolved,0.84,mg/L,,,,,,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Chromium,,Total,,,,Below Detection/Quantification Limit,0.001,ug/l,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Chromium,,Total,,,,Below Detection/Quantification Limit,0.001,ug/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Cobalt,,Total,,,,Below Detection/Quantification Limit,0.0003,ug/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Cobalt,,Total,,,,Below Detection/Quantification Limit,0.0003,ug/l,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Copper,,Total,,,,Below Detection/Quantification Limit,0.001,ug/l,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Copper,,Total,,,,Below Detection/Quantification Limit,0.001,ug/L,Method Detection Level,,,,,,,,,,
Peace River Regional District Water Quality Baseline - Municipality of Hudsons Hope Lynx and Brenot Creek,LC05-140916,Site # 5,56.080487,-121.908072,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2014-09-16,,,,,,Water Bottle,Fluoride,,Dissolved,0.294,mg/L,,,,,,,,,,,,,,,
