DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-20,,,,,,Probe/Sensor,Depth of water column,,,0.15,m,Actual,,0.01,m,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-20,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,96.6,%,Actual,,0.1,%,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Magnesium,,Dissolved,9,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Mercury,,Dissolved,1.300628353,ng/L,Actual,,,ng/L,Method Detection Level,,,1631:E,USEPA,1631E,,,,Trent University,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Organic carbon,,Dissolved,5.6,mg/L,Actual,,0.5,mg/L,Method Detection Level,,,SM 5310:B,APHA,SM 5310B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Organic carbon,,Total,5.7,mg/L,Actual,,0.5,mg/L,Method Detection Level,,,SM 5310:B,APHA,SM 5310B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-20,,,,,,Probe/Sensor,pH,,,7.44,None,Actual,,,None,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,pH,,,8.11,None,Actual,,,None,Method Detection Level,,,SM 4500-H:B,APHA,SM 4500 H+B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Potassium,,Dissolved,0.5,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Sodium,,Dissolved,2.2,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-20,,,,,,Probe/Sensor,Specific conductance,,,216.2,mS/cm,Actual,,0.1,mS/cm,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Specific conductance,,,252,uS/cm,Actual,,0.4,uS/cm,Method Detection Level,,,SM 2500:B,APHA,SM 2510B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Sulfate,,Dissolved,43,mg/L,Actual,,1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-20,,,,,,Probe/Sensor,"Temperature, water",,,18,deg C,Actual,,0.1,deg C,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Total dissolved solids,,,172,mg/L,Actual,,10,mg/L,Method Detection Level,,,SM 2540:C,APHA,SM 2540D,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Total suspended solids,,,64,mg/L,Actual,,3,mg/L,Method Detection Level,,,SM 2540:D,APHA,SM 2540C,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-20,,,,,,Probe/Sensor,Turbidity,,,50.1,FNU,Actual,,1,FNU,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,MR-ND,Mackenzie River at N'Dulee ferry,62.203611,-122.5925,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Turbidity,,,52.1,NTU,Actual,,0.05,NTU,Method Detection Level,,,SM 2130:B,APHA,SM 2130B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,"Alkalinity, total",as CaCO3,,82.9,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 2320:B,APHA,SM 2320B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Calcium,,Dissolved,25.4,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-20,,,,,,Probe/Sensor,Depth of water column,,,0.35,m,Actual,,0.01,m,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-20,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,98.2,%,Actual,,0.1,%,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Magnesium,,Dissolved,8.4,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Mercury,,Dissolved,1.372006231,ng/L,Actual,,,ng/L,Method Detection Level,,,1631:E,USEPA,1631E,,,,Trent University,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Organic carbon,,Dissolved,15.8,mg/L,Actual,,0.5,mg/L,Method Detection Level,,,SM 5310:B,APHA,SM 5310B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Organic carbon,,Total,16,mg/L,Actual,,0.5,mg/L,Method Detection Level,,,SM 5310:B,APHA,SM 5310B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-20,,,,,,Probe/Sensor,pH,,,7.57,None,Actual,,,None,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,pH,,,8.1,None,Actual,,,None,Method Detection Level,,,SM 4500-H:B,APHA,SM 4500 H+B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Potassium,,Dissolved,0.6,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Sodium,,Dissolved,12.3,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-20,,,,,,Probe/Sensor,Specific conductance,,,223.5,mS/cm,Actual,,0.1,mS/cm,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Specific conductance,,,246,uS/cm,Actual,,0.4,uS/cm,Method Detection Level,,,SM 2500:B,APHA,SM 2510B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Sulfate,,Dissolved,21,mg/L,Actual,,1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-20,,,,,,Probe/Sensor,"Temperature, water",,,21.1,deg C,Actual,,0.1,deg C,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Total dissolved solids,,,158,mg/L,Actual,,10,mg/L,Method Detection Level,,,SM 2540:C,APHA,SM 2540D,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Total suspended solids,,,12,mg/L,Actual,,3,mg/L,Method Detection Level,,,SM 2540:D,APHA,SM 2540C,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-20,,,,,,Probe/Sensor,Turbidity,,,10.5,FNU,Actual,,1,FNU,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,Wlw,Willowlake River at Mackenzie River junction,62.874722,-123.091389,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-20,,,,,,DH-95,Turbidity,,,8.37,NTU,Actual,,0.05,NTU,Method Detection Level,,,SM 2130:B,APHA,SM 2130B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,"Alkalinity, total",as CaCO3,,82.3,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 2320:B,APHA,SM 2320B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Calcium,,Dissolved,31.4,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-22,,,,,,Probe/Sensor,Depth of water column,,,1,m,Actual,,0.01,m,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-22,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,95.8,%,Actual,,0.1,%,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Magnesium,,Dissolved,9.5,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Mercury,,Dissolved,0.963473704,ng/L,Actual,,,ng/L,Method Detection Level,,,1631:E,USEPA,1631E,,,,Trent University,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Organic carbon,,Dissolved,4.4,mg/L,Actual,,0.5,mg/L,Method Detection Level,,,SM 5310:B,APHA,SM 5310B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Organic carbon,,Total,4.3,mg/L,Actual,,0.5,mg/L,Method Detection Level,,,SM 5310:B,APHA,SM 5310B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-22,,,,,,Probe/Sensor,pH,,,7.74,None,Actual,,,None,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,pH,,,8.18,None,Actual,,,None,Method Detection Level,,,SM 4500-H:B,APHA,SM 4500 H+B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Potassium,,Dissolved,0.4,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Sodium,,Dissolved,1.6,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-22,,,,,,Probe/Sensor,Specific conductance,,,210.3,mS/cm,Actual,,0.1,mS/cm,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Specific conductance,,,241,uS/cm,Actual,,0.4,uS/cm,Method Detection Level,,,SM 2500:B,APHA,SM 2510B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Sulfate,,Dissolved,39,mg/L,Actual,,1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-22,,,,,,Probe/Sensor,"Temperature, water",,,19.4,deg C,Actual,,0.1,deg C,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Total dissolved solids,,,142,mg/L,Actual,,10,mg/L,Method Detection Level,,,SM 2540:C,APHA,SM 2540D,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Total suspended solids,,,98,mg/L,Actual,,3,mg/L,Method Detection Level,,,SM 2540:D,APHA,SM 2540C,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-22,,,,,,Probe/Sensor,Turbidity,,,53.2,FNU,Actual,,1,FNU,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,Liard_18,Liard River at Mackenzie River junction,61.123333,-123.323889,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Turbidity,,,59.3,NTU,Actual,,0.05,NTU,Method Detection Level,,,SM 2130:B,APHA,SM 2130B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,"Alkalinity, total",as CaCO3,,77.9,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 2320:B,APHA,SM 2320B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Calcium,,Dissolved,35.3,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-22,,,,,,Probe/Sensor,Depth of water column,,,1,m,Actual,,0.01,m,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-22,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,94.5,%,Actual,,0.1,%,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Magnesium,,Dissolved,11,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Mercury,,Dissolved,,,Actual,Not Reported,,ng/L,Method Detection Level,,,1631:E,USEPA,1631E,,,,Trent University,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Organic carbon,,Dissolved,1.3,mg/L,Actual,,0.5,mg/L,Method Detection Level,,,SM 5310:B,APHA,SM 5310B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Organic carbon,,Total,1.5,mg/L,Actual,,0.5,mg/L,Method Detection Level,,,SM 5310:B,APHA,SM 5310B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-22,,,,,,Probe/Sensor,pH,,,7.56,None,Actual,,,None,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,pH,,,8.15,None,Actual,,,None,Method Detection Level,,,SM 4500-H:B,APHA,SM 4500 H+B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Potassium,,Dissolved,0.5,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Sodium,,Dissolved,1.2,mg/L,Actual,,0.1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-22,,,,,,Probe/Sensor,Specific conductance,,,219.2,mS/cm,Actual,,0.1,mS/cm,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Specific conductance,,,275,uS/cm,Actual,,0.4,uS/cm,Method Detection Level,,,SM 2500:B,APHA,SM 2510B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Sulfate,,Dissolved,60,mg/L,Actual,,1,mg/L,Method Detection Level,,,SM 4110:B,APHA,SM 4110B,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-22,,,,,,Probe/Sensor,"Temperature, water",,,15.5,deg C,Actual,,0.1,deg C,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Total dissolved solids,,,146,mg/L,Actual,,10,mg/L,Method Detection Level,,,SM 2540:C,APHA,SM 2540D,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Total suspended solids,,,142,mg/L,Actual,,3,mg/L,Method Detection Level,,,SM 2540:D,APHA,SM 2540C,,,,Taiga,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2018-06-22,,,,,,Probe/Sensor,Turbidity,,,60,FNU,Actual,,1,FNU,Method Detection Level,,,,,,,,,,
Mackenzie Hg in streamwater survey 2018-2020,S.Nah,South Nahanni River at Liard River junction,61.261944,-123.558611,WGS84,,,,,River/Stream,Sample-Integrated Vertical Profile,Surface Water,2018-06-22,,,,,,DH-95,Turbidity,,,74.3,NTU,Actual,,0.05,NTU,Method Detection Level,,,SM 2130:B,APHA,SM 2130B,,,,Taiga,
